编号,标题,链接,内容
15305,Discovery of 8 ASAS-SN Supernova Candidates,https://www.astronomerstelegram.org/?read=15305,"Discovery of 8 ASAS-SN Supernova Candidates

ATel #15305;  J. Brimacombe (Coral Towers Observatory), B. Nicholls (Mt. Vernon Obs., New Zealand), P. Vallely, K. Z. Stanek, C. S. Kochanek, C. Christy, M. Rizzo Smith, S. Bose, T. A. Thompson (Ohio State), B. J. Shappee (IfA-Hawaii), T. W.-S. Holoien (Carnegie Observatories), J. L. Prieto (Diego Portales; MAS), D. Bersier (LJMU), Subo Dong (KIAA-PKU), M. Stritzinger (Aarhus) on 31 Mar 2022; 18:56 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Patrick Vallely (vallely.7@osu.edu)

Subjects: Optical, Supernovae, Transient

Referred to by ATel #:  17034

During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014), using data from the quadruple 14-cm ""Brutus"" telescope in Haleakala, Hawaii, the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas, the quadruple 14-cm ""Payne-Gaposchkin"" telescope in Sutherland, South Africa, and the quadruple 14-cm ""Cassius"" and ""Paczynski"" telescopes in Cerro Tololo, Chile, we discovered several new transient sources. Properties of the supernovae, as well as associated finding charts showing the archival imaging (left) and the follow-up confirmation image (right) are included in the table below:

Follow-up observations are encouraged.

While we are participating in the TNS system to minimize potential confusion, ASAS-SN will continue using ASASSN-22xx transient names as our primary nomenclature (including supernovae, but also other classes of transients), and we encourage others to do the same. We prefer merging the names as ASASSN-22xx (AT 2022xyz) to preserve, rather than anonymize, the origin of the transient.

We would like to thank Las Cumbres Observatory and its staff for their continued support of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation through grants GBMF5490 and GBMF10501, and also funded in part by the Alfred P. Sloan Foundation grant G-2021-14192. For more information about the ASAS-SN project, see the ASAS-SN Homepage and the list of all ASAS-SN transients."
15293,ATCA radio detection of the TDE AT2022dsb,https://www.astronomerstelegram.org/?read=15293,"ATCA radio detection of the TDE AT2022dsb

ATel #15293;  Adelle Goodwin (ICRAR-Curtin), Gemma Anderson (ICRAR-Curtin), James Miller-Jones (ICRAR-Curtin),  Zhu Liu (MPE), Adam Malayi (MPE), and Arne Rau (MPE) on 24 Mar 2022; 06:14 UTCredential Certification: Adelle Goodwin (adelle.goodwin@curtin.edu.au)

Subjects: Radio, Transient, Tidal Disruption Event

We report radio observations of the tidal disruption event (TDE) AT2022dsb taken with the Australia Telescope Compact Array (ATCA). AT2022dsb was  first reported as a new optical transient ASASSN-22cs on 2022 March 1 (TNS  Astronomical Transient Report No. 138375) associated with the galaxy ESO 583- G 004, and later classified as a TDE at a redshift of z=0.023 by ePESSTO+ (TNS  Astronomical Transient Report No. 12024). Liu et al. reported the detection of a soft X-ray transient by SRG/eROSITA on 2022 February 17 coincident with the optical position of the source (ATel #15259), as well as an optical spectrum taken with the FLOYDS spectrograph mounted at the LCOGT 2m telescope at Haleakala Observatory on 2022 February 26 that showed broad H alpha and He II emission lines. These X-ray and optical spectral properties further confirmed the TDE nature of the transient.

We observed the optical position of the source on 2022 March 21 UT 21:30 with ATCA at 4cm (central frequencies of 5.5 and 9.0 GHz) using 2 GHz of bandwidth at each central frequency, in the 64 MHz mode. We reduced the data using standard procedures in the Common Astronomy Software Application, including flux calibration with PKS 1934-638 and phase calibration with PKS 1514-241.  We detected a point source in both observing bands at J2000 RA 15:42:21.7, Dec -22:40:14.3 with a positional uncertainty of 0.35 arcseconds along the major axis with a position angle of 58 degrees; coincident with the location of the host galaxy. We measure a flux density of 593+/-19 microJy at 5.5 GHz and 536+/-17 microJy at 9 GHz. Further radio observations have been requested to constrain the spectral shape of this transient. We encourage additional multi-wavelength follow up of this interesting source.

We thank the ATCA Observatory staff for enabling these triggered observations. We acknowledge the Gomeroi people as the traditional owners of the ATCA Observatory site."
15289,Detection of bright bursts from the repeating FRB 20201124A with the Xinjiang Nanshan 26-m radio telescope,https://www.astronomerstelegram.org/?read=15289,"Detection of bright bursts from the repeating FRB 20201124A with the Xinjiang Nanshan 26-m radio telescope

ATel #15289;  Jianping Yuan(XAO), Jian Li (XAO), Yanling Liu(XAO), Jianwei Mao(XAO), Jiangwei Xu(PKU/NAOC), Pei Wang (NAOC), Zhigang WEN(XAO), Kejia Lee (PKU/NAOC), Na Wang (XAO), Yunpeng Men (MPIfR), Weiwei Zhu (NAOC), Zhiyong Liu (XAO), Maozheng Chen (XAO), Xiang Liu (XAO), Chunfeng Zhang (PKU/NAOC), Xin Pei(XAO), Xuefeng Duan(XAO), Jinlin Han(NAOC), Bing Zhang(UNLV), Di Li(NAOC) on 20 Mar 2022; 14:43 UTDistributed as an Instant Email Notice TransientsCredential Certification: Xiang Liu (liux@xao.ac.cn)

Subjects: Radio, Fast Radio Burst

We report the detection of three bright bursts from the repeating FRB 20201124A with the Nanshan 26-m (NSRT) radio telescope operated by Xinjiang Astronomical Observatory (XAO). The three bursts occurred on 28th February,17th March, and 19th March 2022 respectively. The observation were made at L-band  with central frequency of 1556.0 MHz and bandwidth of 320 MHz. The average system temperature is 25K. A pulsar backend developed by XAO based on ROACH2, XAO Filter Bank (XFB), is used for recording the data. 
 
We used the software package BEAR (Men et al., 2019) and the dispersed dynamic spectra search pipeline based on the deep learning to search for the radio pulse. All the bursts detected with NSRT had peak flux higher than 4 Jy and the total isotropic energy is higher than 3e38 ergs. The total isotropic energy, luminosity, and peak flux of the burst with highest S/N are 2e39 ergs, 3e41 ergs/s, and 10 Jy, respectively. The DM we measured agrees with the previous report (Xu et al. 2022). We note that a burst we detected on 17th March 2022 agrees with the FAST detection (Atel #15288), where the NSRT site time-of-arrival is MJD 59655.42544918 after correcting the DM delay to the infinite frequency with DM=410 pc cm^-3. The pulse shape and search plots are given in the attached figure. 
 
Our detection of bright pulses from FRB 20201124A are close to, if not higher than, the previous reported maximal value of ~1E39 erg (Xu et al., 2022), which may indicate that FRB 20201124 is now in an active and energetic state. We encourage other telescopes to perform follow-up observation towards the FRB 20201124A. 
 
Plots of the detected bursts can be found at: http://43.129.251.100/png   http://210.73.36.40  :5901/fsdownload/knJUAXsFU/png 
Reference: 
Men et al., 2019, MNRAS, 488,3957 
Xu et al., 2021, arxiv, astro-ph:2111.11764"
15288,FAST detect sustained activities and a bright burst from FRB20201124A,https://www.astronomerstelegram.org/?read=15288,"FAST detect sustained activities and a bright burst from FRB20201124A

ATel #15288;  Pei Wang(NAOC), Weiwei Zhu(NAOC), Yongkun Zhang(NAOC), Dejiang Zhou(NAOC), Heng Xu(PKU), Di Li(NAOC), Jinlin Han(NAOC), Kejia Lee(PKU), Wenfei Yu(SHAO), Bing Zhang(UNLV), Jianping Yuan(XAO), Jian Li(XAO), Yanling Liu(XAO), Yi Feng(ZL), Jiarui Niu(NAOC), Jiangwei Xu(PKU), Jinchen Jiang(PKU), Chenhui Niu(NAOC), Chunfeng Zhang(PKU), Bojun Wang(PKU), Weiyang Wang(PKU), Jumei Yao(XAO) on 20 Mar 2022; 09:39 UTDistributed as an Instant Email Notice TransientsCredential Certification: Pei Wang (wangpei@nao.cas.cn)

Subjects: Radio, Fast Radio Burst

Referred to by ATel #:  15289

We have been carrying out daily to weekly monitoring of FRB 20201124A (RA = 05h08m03.459s, DEC = +26d03m39.14s)[1] with the central beam of the FAST L-band 19 beam receiver in the frequency range of 1.0-1.5 GHz, and the data stream was recorded with a sampling time of 49.152 μs for 4096 frequency channels. In addition to the bursts from an active episode between April and June, 2021[2], more than three thousand bursts have been detected in 25 observing hours since February 2022.  A bright burst was detected with a peak S/N∼150 for 2.8 ms duration at an arrival time of UT 10:12:38.85488, March 17 2022, i.e. 59655.4254277447 MJD (correcting to solar system barycenter with an infinite frequency). The flux and polarization of the burst was calibrated with noise CAL injection. The burst is nearly 100% linearly polarized with a RM = -673 rad/m2, a best estimate of dispersion measure DM = 410.9±0.5 pc cm-3. A few digital samples are saturated in the 8-bit system, resulting in the lower limit of peak flux density of 367±2 mJy (corresponding to an isotropic peak luminosity (1.03±0.06)x1041 erg/s).

FRB 20201124A stays active. We encourage more target-of-opportunity observations with multi-band facilities. FAST is a Chinese national mega-science facility, built and operated by the National Astronomical Observatories, Chinese Academy of Sciences (NAOC). We appreciate all the members in the FAST FRB key science project collaboration for their support and assistance during the observations.

Reference:  
    [1] Nimmo, K. et al., 2021, arXiv:2111.01600  
    [2] H. Xu, J. R. Niu and P. Chen et al., 2022, arXiv:2111.11764v1

-----------------

The dynamic spectrum diagram of the detected burst - Averaged polarization profile and the dynamic spectrum diagram of a burst from FRB20201124A, detected with FAST L-band (1.05-1.45 GHz) 19-beam receiver. The data in each frequency channel are incoherently de-dispersed with DM=410.9 pc cm-3. The arrival time of burst peak at the solar system barycenter (TDB) is MJD = 59655.4254277447 (correcting to an infinite frequency). The black, red, and blue lines represent Stokes I, the linear polarization and Stokes V, respectively.

The dynamic spectrum diagram of the detected burst"
15285,A bright burst detected at 2 GHz from the repeating FRB 20201124A,https://www.astronomerstelegram.org/?read=15285,"A bright burst detected at 2 GHz from the repeating FRB 20201124A

ATel #15285;  Kazuhiro Takefuji, Yasuhiro Murata (JAXA), Sota Ikebe, Toshio Terasawa, Sujin Eie (Univ. of Tokyo), Syunsaku Suzuki,  Mareki Honma, Takuya Akahori, Tomoaki Oyama (National Astronomical Observatory of Japan), Shintaro Yoshiura (National Astronomical Observatory of Japan; Univ. of Melbourne), Yoshinori Yonekura (Ibaraki Univ.), Kotaro Niinuma (Yamaguchi Univ.), Shota Kisaka (Hiroshima Univ.), and Teruaki Enoto (RIKEN) on 18 Mar 2022; 05:57 UTCredential Certification: Teruaki Enoto (teruaki.enoto@gmail.com)

Subjects: Radio, Fast Radio Burst

The repeating fast radio burst (FRB), FRB 20201124A, at an estimated redshift of z = 0.098 +/- 0.002 (ATels #14515; #14516), was previously active (ATels #14497; #14502; #14508) in March-April 2021, and started a possible new active phase in September 2021 (ATel #14933).

Waterfall plot of the detected burst"
15279,Spectroscopic Classification of AT2022dek with SOAR/Goodman,https://www.astronomerstelegram.org/?read=15279,"Spectroscopic Classification of AT2022dek with SOAR/Goodman

ATel #15279;  K. W. Davis, R. J. Foley (UC Santa Cruz), G. Dimitriadis (TCD) on 15 Mar 2022; 18:48 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the classification of AT2022dek from spectroscopic observations with the Goodman spectrograph on the Southern Astrophysical Research (SOAR) telescope, made on 2022 Mar 10 UT. The target was supplied by PSST. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
 
(1) We measure a Si II 6355 velocity of -10,700 km/s."
15275,LJT spectroscopic classification of AT 2022erq as a young SN 2005gj-like supernova,https://www.astronomerstelegram.org/?read=15275,"LJT spectroscopic classification of AT 2022erq as a young SN 2005gj-like supernova

ATel #15275;  Liping Li (Yunnan University); Qian Zhai, Jujia Zhang(YNAO); Xiaofeng Wang(THU) on 13 Mar 2022; 07:58 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ju-Jia Zhang (jujia@ynao.ac.cn)

Subjects: Optical, Supernovae

We report an optical spectrum of AT 2022erq (350-870nm) obtained on 2022 Mar. 12.9 UT with the Lijiang 2.4-m telescope (LJT +YFOSC) at LiJiang observatory of Yunnan Observatories. The spectrum is similar to the Ia-csm/IIn event at the early phase, e.g., SN 2005gj = 12d after the explosion via Gelato (Harutyunyan et al. 2008) or SN 2005gj = -12d before the peak via SNID (Blondin & Tonry 2007). 
The photometric analysis matches the spectroscopic result. AT 2022erq was discovered at about 18.1 mag with ATLAS-cyan band on Mar. 11.6. The photometry obtained by LJT on Mar. 12.9 (g = 17.43 \pm 0.02, r = 17.51\pm 0.01, i = 17.62 \pm 0.02) shows a fast-rising of this transient. Given the redshift z = 0.066 (from the H-Balmer emissions), the absolute magnitude of 2022erq is close to -20mag during LJT observation without reddening correction. The fast-rising and high luminosity consistent the light curve of SN 2005gj a few days before the peak."
15263,Spectroscopic classification of AT2022dfo and AT2022dwu with SOAR/Goodman,https://www.astronomerstelegram.org/?read=15263,"Spectroscopic classification of AT2022dfo and AT2022dwu with SOAR/Goodman

ATel #15263;  K. W. Davis, R. J. Foley (UCSC), G. Dimitriadis (TCD) on 4 Mar 2022; 23:55 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the classifications from spectroscopic observations of AT2022dfo and AT2022dwu with the the Goodman spectrograph on the Southern Astrophysical Research (SOAR) telescope, made on 2022 Mar 03 UT and 2022 Mar 04 UT, respectively. AT2022dfo was supplied by the Young Supernova Experiment and AT2022dwu was supplied by ZTF. Classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum. Otherwise, the redshift is determined from the host galaxy. 
(1) We measure a Si II 6355 velocity of -11,300 km/s. 
(2) We measure a Si II 6355 velocity of -12,800 km/s."
15262,Erratum: Flux density uncertainties for AT2022dbl in ATel 15258,https://www.astronomerstelegram.org/?read=15262,"Erratum: Flux density uncertainties for AT2022dbl in ATel 15258

ATel #15262;  Itai Sfaradi, Assaf Horesh (HUJI), Rob Fender (Oxford) on 4 Mar 2022; 11:26 UTCredential Certification: Assaf Horesh (assafh@mail.huji.ac.il)

Subjects: Radio, Transient, Tidal Disruption Event

In ATel #15258 we reported the possible radio detection of AT2022dbl, but neglected to provide the flux density uncertainties.  
The flux density including the uncertainties that we measure at 15GHz is 32+/-7 microJy."
15260,Erratum: Flux density uncertainties for SN 2022crv in ATel 15257,https://www.astronomerstelegram.org/?read=15260,"Erratum: Flux density uncertainties for SN 2022crv in ATel 15257

ATel #15260;  S. D. Ryder (Macquarie University), L. Marnoch (Macquarie University), E. Kundu (Michigan State University), M. D. Filipovic (Western Sydney University), R. Z. E. Alsaberi (Western Sydney University), G. Anderson (ICRAR/Curtin University), C. Stockdale (Marquette University), K. Maeda (Kyoto University), M. Renaud (LUPM, CNRS/IN2P3), R. Kotak (University of Turku) on 3 Mar 2022; 22:12 UTCredential Certification: Stuart Ryder (Stuart.Ryder@mq.edu.au)

Subjects: Radio, Supernovae

In ATel #15257 we reported the radio detection of SN 2022crv, but omitted to include uncertainties on the flux densities. The measured flux densities of SN 2022crv on 1 March 2022 UT were 0.50 +/- 0.05 mJy at 5.5 GHz, and 0.75 +/- 0.09 mJy at 9.0 GHz. We apologise for the oversight. Further radio observations are planned in the coming weeks, and multi-wavelength follow-up is encouraged."
15259,SRG/eROSITA detection of the tidal disruption event AT2022dsb,https://www.astronomerstelegram.org/?read=15259,"SRG/eROSITA detection of the tidal disruption event AT2022dsb

ATel #15259;  Zhu Liu, Adam Malyali, Arne Rau, Andrea Merloni (all MPE), Mirko Krumpe (AIP) on 3 Mar 2022; 17:01 UTCredential Certification: Zhu Liu (liuzhu@mpe.mpg.de)

Subjects: X-ray, Tidal Disruption Event

Referred to by ATel #:  15293

We report on the X-ray detection from SRG/eROSITA (Predehl et al. A&A 647, A1, 2021) of the tidal disruption event (TDE) AT2022dsb. AT2022dsb was reported as a new optical transient ASASSN-22cs on 2022 March 1st, (TNS Astronomical Transient Report No. 138375), and was spectroscopically classified as a TDE at a redshift of z=0.023 by ePESSTO+ (TNS Classification Report No. 12024).

AT2022dsb was in the Field-of-View of eROSITA during the fifth consecutive all-sky survey (eRASS5) on 2022 February 17th, 11 days before the ASASSN TNS report. The source was discovered as a new soft X-ray nuclear transient eRASSt J154221.7-224013.0 in eRASS5 with a total exposure time of ~239s and total photon counts of 36 in the 0.2-2.3keV energy band. An optical spectrum was obtained with the FLOYDS spectrograph mounted at the LCOGT 2m telescope at Haleakala Observatory on February 26th. In agreement with the TNS Classification Report (No. 12024), the spectrum shows broad Halpha and prominent HeII 4685 in emission.

Assuming an absorbed blackbody model, with equivalent hydrogen column density fixed to N_H=1.7x10^21 cm^-2 (Willingale et al., 2013, MNRAS, 431, 394), we derived a best-fitting blackbody temperature of 45+-10eV with observed 0.2-2.3keV flux of 3.3+-1.1E-13 erg/s/cm^2 (~4.2E41 erg/s). AT2022dsb was not detected in all four previous eROSITA all-sky surveys. Using the best-fitting model from eRASS5, we derived a 3 sigma 0.2-2.3keV flux upper limit of 5.0E-14 erg/s/cm^2 combing all the previous four eRASS data which has a total exposure of 978s. Additional XMM, NICER and Swift observations have been requested to continue monitoring the X-ray/ UV evolution of this TDE candidate."
15258,A possible VLA radio detection of the Tidal Disruption Event AT 2022dbl,https://www.astronomerstelegram.org/?read=15258,"A possible VLA radio detection of the Tidal Disruption Event AT 2022dbl

ATel #15258;  Itai Sfaradi, Assaf Horesh (HUJI), Rob Fender (Oxford) on 3 Mar 2022; 15:57 UTCredential Certification: Assaf Horesh (assafh@mail.huji.ac.il)

Subjects: Radio, Transient, Tidal Disruption Event

Referred to by ATel #:  15262

We report the possible detection of radio emission from the TDE AT 2022dbl (TNS report 137565; TNS AstroNote 2022-47).  
The Jansky Very Large Array (VLA) conducted a 2 hours observation in BnA->A configuration, under our approved program (PI Horesh), on the 2022-02-26. We performed an analysis of the data using the 3C286 as a flux calibrator and J1219+4829 as a gain calibrator.  
A single faint point source is detected in the Ku-band image at RA = 12:20:45.047 Dec = +49:33:04.598, ~0.4 arcsec from the reported position of AT2022dbl, which is consistent with the position of the center of the host galaxy. We report here a flux density of ~0.03 mJy at a central frequency of 15 GHz. 
We plan to continue and monitor this source, and encourage further high cadence multi frequency radio observations with other facilities. 
 
We thank the VLA and NRAO staff for scheduling and performing this observation."
15257,Radio detection of SN 2022crv,https://www.astronomerstelegram.org/?read=15257,"Radio detection of SN 2022crv

ATel #15257;  S. D. Ryder (Macquarie University), L. Marnoch (Macquarie University), E. Kundu (Michigan State University), M. D. Filipovic (Western Sydney University), R. Z. E. Alsaberi (Western Sydney University), G. Anderson (ICRAR/Curtin University), C. Stockdale (Marquette University), K. Maeda (Kyoto University), M. Renaud (LUPM, CNRS/IN2P3), R. Kotak (University of Turku) on 3 Mar 2022; 03:27 UTCredential Certification: Stuart Ryder (Stuart.Ryder@mq.edu.au)

Subjects: Radio, Supernovae

Referred to by ATel #:  15260

The young core-collapse supernova SN 2022crv (=DLT22d, ATLAS22gdi) in NGC 3054, originally classified as a type Ib event, has been observed with the Australia Telescope Compact Array (ATCA) at 5.5 and 9.0 GHz on 1 March 2022 09:00-13:00 UT. Clear radio emission was detected at the reported location, with flux densities of 0.7 mJy and 0.5 mJy at 9.0 and 5.5 GHz respectively, suggesting the radio emission may be yet to peak at these frequencies. Adopting a host galaxy distance of 34 Mpc from the NASA Extragalactic Database (NED) this implies a 5.5 GHz luminosity 10 days after discovery of 7E+26 erg/sec/Hz. We would like to extend our thanks to the ATCA staff for enabling these observations. The ATCA is part of the Australia Telescope National Facility which is funded by the Commonwealth of Australia for operation as a National Facility managed by CSIRO. We acknowledge the Gomeroi people as the traditional owners of the Observatory site."
15256,Discovery of 8 ASAS-SN Supernova Candidates,https://www.astronomerstelegram.org/?read=15256,"Discovery of 8 ASAS-SN Supernova Candidates

ATel #15256;  J. Brimacombe (Coral Towers Observatory), B. Nicholls (Mt. Vernon Obs., New Zealand), P. Marples (Leyburn Observatory, Australia), I. Cruz (Cruz Observatory), P. Vallely, K. Z. Stanek, C. S. Kochanek, C. Christy, M. Rizzo Smith, S. Bose, T. A. Thompson (Ohio State), B. J. Shappee (IfA-Hawaii), T. W.-S. Holoien (Carnegie Observatories), J. L. Prieto (Diego Portales; MAS), D. Bersier (LJMU), Subo Dong (KIAA-PKU), M. Stritzinger (Aarhus), P. Pearl (The Gap Observatory, BOSS) on 2 Mar 2022; 20:43 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Patrick Vallely (vallely.7@osu.edu)

Subjects: Optical, Supernovae

During the ongoing All Sky Automated Survey for SuperNovae (ASAS-SN, Shappee et al. 2014), using data from the quadruple 14-cm ""Brutus"" telescope in Haleakala, Hawaii, the quadruple 14-cm ""Leavitt"" telescope in Fort Davis, Texas, the quadruple 14-cm ""Payne-Gaposchkin"" telescope in Sutherland, South Africa, and the quadruple 14-cm ""Cassius"" and ""Paczynski"" telescopes in Cerro Tololo, Chile, we discovered several new transient sources. Properties of the supernovae, as well as associated finding charts showing the archival imaging (left) and the follow-up confirmation image (right) are included in the table below:

Follow-up observations are encouraged.

While we are participating in the TNS system to minimize potential confusion, ASAS-SN will continue using ASASSN-22xx transient names as our primary nomenclature (including supernovae, but also other classes of transients), and we encourage others to do the same. We prefer merging the names as ASASSN-22xx (AT 2022xyz) to preserve, rather than anonymize, the origin of the transient.

We would like to thank Las Cumbres Observatory and its staff for their continued support of ASAS-SN. ASAS-SN is funded in part by the Gordon and Betty Moore Foundation through grants GBMF5490 and GBMF10501, and also funded in part by the Alfred P. Sloan Foundation grant G-2021-14192. For more information about the ASAS-SN project, see the ASAS-SN Homepage and the list of all ASAS-SN transients."
15252,Spectroscopic Classifications of Optical Transients with the Lick Shane telescope,https://www.astronomerstelegram.org/?read=15252,"Spectroscopic Classifications of Optical Transients with the Lick Shane telescope

ATel #15252;  K. Taggart, D. A. Coulter, R. J. Foley (UCSC), W. V. Jacobson-GalÃ¡n (UCB) on 1 Mar 2022; 22:34 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Kirsty Taggart (k.taggart@ucsc.edu)

Subjects: Optical, Supernovae

We report the following classifications of optical transients from spectroscopic observations with the Kast spectrograph on the Shane telescope. The targets were supplied by the Young Supernova Experiment, ATLAS, and ZTF. All observations were made on 2022 March 01 UT. Classifications were performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
  
(1) We measure an Si 6355 II velocity of -9,300 km/s. 
(2) We measure an Si 6355 II velocity of -10,300 km/s. 
(3) Blue hot continuum with flash ionisation features of He II 4686 and blended C III 4648/ N III 4640."
15242,Spectroscopic Classification of AT2022crr with SOAR/Goodman,https://www.astronomerstelegram.org/?read=15242,"Spectroscopic Classification of AT2022crr with SOAR/Goodman

ATel #15242;  K. W. Davis, R. J. Foley (UC Santa Cruz), G. Dimitriadis (TCD) on 25 Feb 2022; 18:24 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Ryan Foley (foley@ucsc.edu)

Subjects: Optical, Supernovae

We report the classification of AT2022crr from spectroscopic observations with the Goodman spectrograph on the Southern Astrophysical Research (SOAR) telescope, made on 2022 Feb 24 UT. The target was supplied by ATLAS. The classification was performed with SNID (Blondin & Tonry, 2007, ApJ, 666, 1024).

Notes: 
When the redshift is given to 2 decimal places, it is derived from the SN spectrum.  Otherwise, the redshift is determined from the host galaxy. 
 
(1) A previous near-infrared spectrum of AT2022crr showed a nearly featureless spectrum with a peak near 1.1 microns (Tinyanont et al., 2022, ATel #15234), consistent with our optical classification.  We measure a Si II 6355 velocity of -20,800 km/s and Fe II 5169 velocity of -22,300 km/s."
15239,AT2022cmc/ZTF22aaajecpc: IceCube neutrino search,https://www.astronomerstelegram.org/?read=15239,"AT2022cmc/ZTF22aaajecpc: IceCube neutrino search

ATel #15239;  Alex Pizzuto (UW-Madison), Marcos Santander (UAlabama) for the IceCube Collaboration on 25 Feb 2022; 00:25 UTCredential Certification: Marcos Santander (jmsantander@ua.edu)

Subjects: Neutrinos, Tidal Disruption Event

The IceCube Collaboration (http://icecube.wisc.edu/) reports: 
 
IceCube has performed a search for track-like muon neutrino events arriving from the direction of the candidate relativistic tidal disruption event AT2022cmc/ZTF22aaajecpc (ATel #15232) which was originally identified as a fast red transient by ZTF (https://www.wis-tns.org/object/2022cmc).  
 
The search was performed using a time window approximately twelve days in duration, beginning at the time of the first ZTF detection (2022-02-11 10:42:40.32 UTC to 2022-02-23 23:00:00.00 UTC), during which IceCube was collecting good quality data.  
 
We find that the data are consistent with atmospheric background expectations, with a p-value of 1. We accordingly derive a time-integrated muon-neutrino flux upper limit for this source of E^2 dN/ dE = 5.7 x 10^-5 TeV cm^-2 at 90% CL, under the assumption of an E^-2 power law. 90% of events IceCube would detect from a source at this declination with an E^-2 spectrum have energies in the approximate energy range between 700 GeV and 500 TeV. 
 
The IceCube Neutrino Observatory is a cubic-kilometer neutrino detector operating at the geographic South Pole, Antarctica. The IceCube realtime alert point of contact can be reached at roc@icecube.wisc.edu."
15235,NICER X-ray detection of ZTF22aabjpxh/AT2022cva are consistent with a GRB afterglow at z=0.293,https://www.astronomerstelegram.org/?read=15235,"NICER X-ray detection of ZTF22aabjpxh/AT2022cva are consistent with a GRB afterglow at z=0.293

ATel #15235;  Dheeraj Pasham (MIT), Keith Gendreau (NASA/GSFC), Elizabeth Ferrara (NASA/GSFC),  Anna Ho (UC Berkeley) on 22 Feb 2022; 17:23 UTCredential Certification: Dheeraj Pasham (drreddy@mit.edu)

Subjects: X-ray, Gamma-Ray Burst, Transient

NICER observed the rapidly fading transient AT2022cva (Ho et al. GCN 31619) for 2.4 ks starting at 2022-02-21T22:56:03. X-rays are clearly detected above the background in the 0.3-5.0 keV band with a mean background-subtracted count rate of 0.92+-0.02 counts/seconds. We fit the 0.3-5 keV X-ray spectrum with a redshifted powerlaw modified by neutral absorption in Milkway and host galaxy  (tbabs*ztbabs*zpow in XSPEC). Using a Galactic nH value for tbabs (0.023e22 cm^2; HI4PI Collaboration, Bekhti et al. 2016) and a redshift of 0.293 (Fremling et al., GCN 31619) gives a good fit with a c-stat/degrees of freedom of 57/57. The best-fit power law index and host column density values are 1.36(+0.14,-0.12) and <5e20 cm^-2, respectively. The 0.3-5 keV observed flux is (2.24+-0.07)e-12 erg/s/cm^2. This corresponds to an observed luminosity of 5.04(+0.03,-0.33)e44 erg/s at a redshift of 0.293, which is typical for a GRB afterglow at a similar phase.

NICER can carry out prompt follow-up observations of transients and is planning to systematically follow up alerts from LIGO/Virgo and other X-ray bright extra-galactic transients in the future.

NICER is a 0.2-12 keV X-ray telescope operating on the International Space Station. The NICER mission and portions of the NICER science team activities are funded by NASA."
15234,KITS Spectroscopic Classification of Transients with Keck II + NIRES,https://www.astronomerstelegram.org/?read=15234,"KITS Spectroscopic Classification of Transients with Keck II + NIRES

ATel #15234;  S. Tinyanont, K. W. Davis, M. J. Bustamante-Rosell, R. J. Foley (UCSC) on 22 Feb 2022; 16:52 UTDistributed as an Instant Email Notice SupernovaeCredential Certification: Samaporn Tinyanont (stinyanont@ucsc.edu)

Subjects: Infra-Red, Supernovae, Transient

Referred to by ATel #:  15242

We report the following classifications from spectroscopic observations with the NIRES spectrograph on the Keck II telescope, made on 2022 Feb 22 UT as part of the Keck Infrared Transient Survey (KITS), a NASA Keck Strategic Mission Support program. The targets were supplied by ATLAS.

Notes: 
(1) AT2022bdw shows a continuum in the NIR with a broad emission feature centered at 1.083 micron, likely from He but could be from the metal line complex centered around that wavelength. Redshift is from the host's SDSS spectrum. 
(2) We observe a featureless spectrum that peaks at roughly 1.1 micron."
